,Material,Space group,Exciton Binding Energy,Stoichiometry,Crystal Type,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
100,GaP,P3m1,0.907990970895107,AB,AB-156-bc,23.0,23.0,31,15,8.0,8.0,2.0,2.0,2.19,1.81,0.18999999999999995,0.18999999999999995,-7.6633,-7.6633,-5.6321,-9.6945,2.0311999999999997,2.0311999999999997,-0.735,-0.735,0.1264,-1.5964,0.8613999999999999,0.8613999999999999,-4.04285,-4.04285,-2.5791,-5.5066,1.4637499999999999,1.4637499999999999,3.73355,3.73355,4.1941,3.273,0.4605499999999998,0.4605499999999998,0.91815,0.91815,1.0027,0.8336,0.08454999999999996,0.08454999999999996,1.1576,1.1576,1.344,0.9712,0.18640000000000007,0.18640000000000007,0.84975,0.84975,1.4172,0.2823,0.56745,0.56745,1.1600000000000001,1.1600000000000001,1.26,1.06,0.09999999999999998,0.09999999999999998,1.1576,1.1576,1.344,0.9712,0.18640000000000007,0.18640000000000007,1.145,1.145,1.22,1.07,0.07499999999999996,0.07499999999999996,9.0,9.0,13.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,38.165,38.165,51.4,24.93,13.235,13.235
101,Ga2Se2,P-6m2,0.635631680461056,AB,AB-187-hi,32.5,32.5,34,31,1.5,1.5,2.1799999999999997,2.1799999999999997,2.55,1.81,0.3699999999999999,0.3699999999999999,-8.213000000000001,-8.213000000000001,-5.6321,-10.7939,2.5809,2.5809,-1.2040000000000002,-1.2040000000000002,0.1264,-2.5344,1.3304,1.3304,-4.5448,-4.5448,-2.5791,-6.5105,1.9657000000000002,1.9657000000000002,4.00795,4.00795,4.7429,3.273,0.7349499999999998,0.7349499999999998,0.9012,0.9012,1.0027,0.7997,0.10149999999999998,0.10149999999999998,1.1509,1.1509,1.344,0.9578,0.19310000000000005,0.19310000000000005,0.261,0.261,0.2823,0.2397,0.0213,0.0213,1.21,1.21,1.26,1.16,0.050000000000000044,0.050000000000000044,1.1509,1.1509,1.344,0.9578,0.19310000000000005,0.19310000000000005,1.21,1.21,1.22,1.2,0.010000000000000009,0.010000000000000009,14.5,14.5,16.0,13.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,38.82,38.82,51.4,26.24,12.58,12.58
102,Ga2Te2,P-6m2,0.45391406785910116,AB,AB-187-hi,41.5,41.5,52,31,10.5,10.5,1.955,1.955,2.1,1.81,0.14500000000000002,0.14500000000000002,-7.66405,-7.66405,-5.6321,-9.696,2.0319499999999997,2.0319499999999997,-1.1604,-1.1604,0.1264,-2.4472,1.2868,1.2868,-4.2654,-4.2654,-2.5791,-5.9517,1.6863,1.6863,3.6305500000000004,3.6305500000000004,3.9881,3.273,0.35755000000000003,0.35755000000000003,0.9762,0.9762,1.0027,0.9497,0.026499999999999968,0.026499999999999968,1.2466,1.2466,1.344,1.1492,0.09740000000000004,0.09740000000000004,0.3558,0.3558,0.4293,0.2823,0.07350000000000001,0.07350000000000001,1.3050000000000002,1.3050000000000002,1.35,1.26,0.04500000000000004,0.04500000000000004,1.2466,1.2466,1.344,1.1492,0.09740000000000004,0.09740000000000004,1.2999999999999998,1.2999999999999998,1.38,1.22,0.07999999999999996,0.07999999999999996,14.5,14.5,16.0,13.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,44.2,44.2,51.4,37.0,7.199999999999999,7.199999999999999
103,Ge2S2,Pmn2_1,0.9436144488339844,AB,AB-31-a,24.0,24.0,32,16,8.0,8.0,2.295,2.295,2.58,2.01,0.28500000000000014,0.28500000000000014,-9.5588,-9.5588,-7.3928,-11.7248,2.166,2.166,-1.6555,-1.6555,-0.7121,-2.5989,0.9434,0.9434,-5.4516,-5.4516,-3.8948,-7.0084,1.5568,1.5568,4.03155,4.03155,4.6395,3.4236,0.60795,0.60795,0.83465,0.83465,0.922,0.7473,0.08735000000000004,0.08735000000000004,1.0107,1.0107,1.1721,0.8493,0.16139999999999993,0.16139999999999993,0.83,0.83,1.3934,0.2666,0.5633999999999999,0.5633999999999999,1.12,1.12,1.22,1.02,0.09999999999999998,0.09999999999999998,1.0107,1.0107,1.1721,0.8493,0.16139999999999993,0.16139999999999993,1.125,1.125,1.2,1.05,0.07499999999999996,0.07499999999999996,10.0,10.0,14.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,29.4,29.4,39.43,19.37,10.03,10.03
104,H2Si2,P-3m1,0.7230909942189205,AB,AB-164-d,7.5,7.5,14,1,6.5,6.5,2.05,2.05,2.2,1.9,0.15000000000000013,0.15000000000000013,-10.1845,-10.1845,-7.6857,-12.6833,2.4987999999999997,2.4987999999999997,-1.1668,-1.1668,-0.8063,-1.5273,0.36050000000000004,0.36050000000000004,-5.2867,-5.2867,-4.0809,-6.4925,1.2058,1.2058,2.2347,2.2347,3.7444,0.725,1.5097,1.5097,0.66655,0.66655,0.9466,0.3865,0.28005,0.28005,,,,,,,,,,,,,0.74,0.74,1.11,0.37,0.37000000000000005,0.37000000000000005,0.7635000000000001,0.7635000000000001,1.1405,0.3865,0.377,0.377,0.7100000000000001,0.7100000000000001,1.11,0.31,0.4,0.4,2.5,2.5,4.0,1.0,1.5,1.5,2.5,2.5,4.0,1.0,1.5,1.5,7.5,7.5,14.0,1.0,6.5,6.5,2.5,2.5,4.0,1.0,1.5,1.5,20.90855371185,20.90855371185,37.31,4.5071074237,16.40144628815,16.40144628815
105,HgO,P-6m2,0.32679123856391556,AB,AB-187-df,44.0,44.0,80,8,36.0,36.0,2.7199999999999998,2.7199999999999998,3.44,2.0,0.72,0.72,-13.5125,-13.5125,-10.719,-16.306,2.7935000000000008,2.7935000000000008,-0.56455,-0.56455,1.688,-2.8171,2.25255,2.25255,-7.91925,-7.91925,-6.808,-9.0305,1.11125,1.11125,2.5339,2.5339,4.2084,0.8594,1.6745,1.6745,0.8141499999999999,0.8141499999999999,1.1675,0.4608,0.35335,0.35335,1.15335,1.15335,1.8734,0.4333,0.72005,0.72005,0.8453999999999999,0.8453999999999999,1.075,0.6158,0.22959999999999997,0.22959999999999997,1.1099999999999999,1.1099999999999999,1.49,0.73,0.38,0.38,0.8004,0.8004,1.1675,0.4333,0.3671,0.3671,0.99,0.99,1.32,0.66,0.33,0.33,16.0,16.0,26.0,6.0,10.0,10.0,4.0,4.0,6.0,2.0,2.0,2.0,14.0,14.0,16.0,12.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,19.755000000000003,19.755000000000003,34.27,5.24,14.515,14.515
106,InN,P-6m2,0.5165018188154276,AB,AB-187-df,28.0,28.0,49,7,21.0,21.0,2.41,2.41,3.04,1.78,0.63,0.63,-9.4407,-9.4407,-5.3158,-13.5656,4.1249,4.1249,-0.8441000000000001,-0.8441000000000001,-0.0113,-1.6769,0.8328,0.8328,-4.80395,-4.80395,-2.5181,-7.0898,2.28585,2.28585,3.4246999999999996,3.4246999999999996,4.1526,2.6968,0.7278999999999998,0.7278999999999998,0.8384,0.8384,1.1407,0.5361,0.3023,0.3023,1.01435,1.01435,1.5133,0.5154,0.49895000000000006,0.49895000000000006,0.85345,0.85345,1.214,0.4929,0.36055,0.36055,1.095,1.095,1.44,0.75,0.345,0.345,1.01435,1.01435,1.5133,0.5154,0.49895000000000006,0.49895000000000006,1.065,1.065,1.42,0.71,0.355,0.355,9.0,9.0,13.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,34.8,34.8,62.0,7.6,27.2,27.2
107,InSb,P3m1,0.29812143154442217,AB,AB-156-bc,50.0,50.0,51,49,1.0,1.0,1.915,1.915,2.05,1.78,0.1349999999999999,0.1349999999999999,-6.803800000000001,-6.803800000000001,-5.3158,-8.2918,1.488,1.488,-0.78925,-0.78925,-0.0113,-1.5672,0.77795,0.77795,-3.6724500000000004,-3.6724500000000004,-2.5181,-4.8268,1.1543500000000002,1.1543500000000002,3.7157,3.7157,4.7346,2.6968,1.0189000000000001,1.0189000000000001,1.0721,1.0721,1.1407,1.0035,0.0686,0.0686,1.3766500000000002,1.3766500000000002,1.5133,1.24,0.13665000000000005,0.13665000000000005,0.4706,0.4706,0.4929,0.4483,0.022300000000000014,0.022300000000000014,1.41,1.41,1.44,1.38,0.030000000000000027,0.030000000000000027,1.3766500000000002,1.3766500000000002,1.5133,1.24,0.13665000000000005,0.13665000000000005,1.4049999999999998,1.4049999999999998,1.42,1.39,0.015000000000000013,0.015000000000000013,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,52.275,52.275,62.0,42.55,9.725000000000001,9.725000000000001
108,Ir2O2,P-6m2,0.3390593503938537,AB,AB-187-hi,42.5,42.5,77,8,34.5,34.5,2.8200000000000003,2.8200000000000003,3.44,2.2,0.6199999999999999,0.6199999999999999,-12.56305,-12.56305,-8.8201,-16.306,3.7429500000000004,3.7429500000000004,-2.67905,-2.67905,-2.541,-2.8171,0.13805,0.13805,-7.3603000000000005,-7.3603000000000005,-5.6901,-9.0305,1.6702,1.6702,2.35765,2.35765,4.2084,0.5069,1.8507500000000001,1.8507500000000001,0.7287,0.7287,0.9966,0.4608,0.2679,0.2679,0.9514,0.9514,1.4695,0.4333,0.5181,0.5181,0.88445,0.88445,1.075,0.6939,0.19055,0.19055,1.05,1.05,1.37,0.73,0.32000000000000006,0.32000000000000006,0.5636,0.5636,0.6939,0.4333,0.13029999999999997,0.13029999999999997,1.035,1.035,1.41,0.66,0.37499999999999994,0.37499999999999994,14.5,14.5,23.0,6.0,8.5,8.5,7.5,7.5,9.0,6.0,1.5,1.5,12.5,12.5,16.0,9.0,3.5,3.5,2.5,2.5,3.0,2.0,0.5,0.5,28.12,28.12,51.0,5.24,22.880000000000003,22.880000000000003
109,W2O2,P-6m2,0.31338838200835534,AB,AB-187-hi,41.0,41.0,74,8,33.0,33.0,2.9,2.9,3.44,2.36,0.54,0.54,-12.56945,-12.56945,-8.8329,-16.306,3.7365500000000003,3.7365500000000003,-1.62725,-1.62725,-0.4374,-2.8171,1.18985,1.18985,-6.75845,-6.75845,-4.4864,-9.0305,2.27205,2.27205,1.9209500000000002,1.9209500000000002,4.2084,-0.3665,2.28745,2.28745,0.9340999999999999,0.9340999999999999,1.4074,0.4608,0.4733,0.4733,1.0197,1.0197,1.6061,0.4333,0.5864,0.5864,0.9328,0.9328,1.075,0.7906,0.1422,0.1422,1.095,1.095,1.46,0.73,0.365,0.365,0.61195,0.61195,0.7906,0.4333,0.17864999999999998,0.17864999999999998,1.1400000000000001,1.1400000000000001,1.62,0.66,0.48000000000000004,0.48000000000000004,13.0,13.0,20.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,0.0,0.0,11.0,11.0,16.0,6.0,5.0,5.0,4.0,4.0,6.0,2.0,2.0,2.0,40.12,40.12,75.0,5.24,34.88,34.88
110,Pb2S2,P4/mmm,0.23340354681820463,AB,AB-123-bd,49.0,49.0,82,16,33.0,33.0,2.455,2.455,2.58,2.33,0.125,0.125,-9.1324,-9.1324,-6.54,-11.7248,2.5924,2.5924,-1.6518,-1.6518,-0.7047,-2.5989,0.9471,0.9471,-5.2522,-5.2522,-3.496,-7.0084,1.7562,1.7562,3.6025,3.6025,4.6395,2.5655,1.037,1.037,0.8934500000000001,0.8934500000000001,1.0396,0.7473,0.14615000000000006,0.14615000000000006,1.1271,1.1271,1.4049,0.8493,0.2778,0.2778,0.9804999999999999,0.9804999999999999,1.3934,0.5676,0.4129,0.4129,1.245,1.245,1.47,1.02,0.22499999999999998,0.22499999999999998,1.1271,1.1271,1.4049,0.8493,0.2778,0.2778,1.255,1.255,1.46,1.05,0.20499999999999996,0.20499999999999996,17.0,17.0,28.0,6.0,11.0,11.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,33.54,33.54,47.71,19.37,14.17,14.17
111,Pb2Se2,P4/mmm,0.2687687179815457,AB,AB-123-bd,58.0,58.0,82,34,24.0,24.0,2.44,2.44,2.55,2.33,0.10999999999999988,0.10999999999999988,-8.66695,-8.66695,-6.54,-10.7939,2.1269500000000003,2.1269500000000003,-1.61955,-1.61955,-0.7047,-2.5344,0.9148500000000002,0.9148500000000002,-5.00325,-5.00325,-3.496,-6.5105,1.5072500000000002,1.5072500000000002,3.6542,3.6542,4.7429,2.5655,1.0886999999999998,1.0886999999999998,0.9196500000000001,0.9196500000000001,1.0396,0.7997,0.11995000000000006,0.11995000000000006,1.1813500000000001,1.1813500000000001,1.4049,0.9578,0.22355000000000003,0.22355000000000003,0.40365,0.40365,0.5676,0.2397,0.16395,0.16395,1.315,1.315,1.47,1.16,0.15500000000000003,0.15500000000000003,1.1813500000000001,1.1813500000000001,1.4049,0.9578,0.22355000000000003,0.22355000000000003,1.33,1.33,1.46,1.2,0.13,0.13,22.0,22.0,28.0,16.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,36.975,36.975,47.71,26.24,10.735000000000001,10.735000000000001
112,Pb2Te2,P4/mmm,0.3223093248114491,AB,AB-123-bd,67.0,67.0,82,52,15.0,15.0,2.215,2.215,2.33,2.1,0.11499999999999999,0.11499999999999999,-8.118,-8.118,-6.54,-9.696,1.5779999999999998,1.5779999999999998,-1.57595,-1.57595,-0.7047,-2.4472,0.87125,0.87125,-4.72385,-4.72385,-3.496,-5.9517,1.2278499999999999,1.2278499999999999,3.2768,3.2768,3.9881,2.5655,0.7113,0.7113,0.99465,0.99465,1.0396,0.9497,0.044950000000000045,0.044950000000000045,1.27705,1.27705,1.4049,1.1492,0.12785000000000002,0.12785000000000002,0.49845,0.49845,0.5676,0.4293,0.06914999999999999,0.06914999999999999,1.4100000000000001,1.4100000000000001,1.47,1.35,0.05999999999999994,0.05999999999999994,1.27705,1.27705,1.4049,1.1492,0.12785000000000002,0.12785000000000002,1.42,1.42,1.46,1.38,0.040000000000000036,0.040000000000000036,22.0,22.0,28.0,16.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,42.355000000000004,42.355000000000004,47.71,37.0,5.355,5.355
113,Rh2Se2,P-6m2,0.3213500094772133,AB,AB-187-hi,39.5,39.5,45,34,5.5,5.5,2.415,2.415,2.55,2.28,0.135,0.135,-9.55315,-9.55315,-8.3124,-10.7939,1.2407500000000002,1.2407500000000002,-1.60115,-1.60115,-0.6679,-2.5344,0.9332500000000001,0.9332500000000001,-5.00755,-5.00755,-3.5046,-6.5105,1.5029500000000002,1.5029500000000002,0.7134999999999998,0.7134999999999998,4.7429,-3.3159,4.0294,4.0294,1.1302,1.1302,1.4607,0.7997,0.33050000000000007,0.33050000000000007,1.2290999999999999,1.2290999999999999,1.5004,0.9578,0.2713,0.2713,0.4263,0.4263,0.6129,0.2397,0.1866,0.1866,1.255,1.255,1.35,1.16,0.09500000000000008,0.09500000000000008,0.78535,0.78535,0.9578,0.6129,0.17245,0.17245,1.31,1.31,1.42,1.2,0.10999999999999999,0.10999999999999999,12.5,12.5,16.0,9.0,3.5,3.5,7.5,7.5,9.0,6.0,1.5,1.5,12.5,12.5,16.0,9.0,3.5,3.5,2.5,2.5,3.0,2.0,0.5,0.5,42.12,42.12,58.0,26.24,15.88,15.88
114,S2Si2,Pmn2_1,0.9085979803221904,AB,AB-31-a,15.0,15.0,16,14,1.0,1.0,2.24,2.24,2.58,1.9,0.3400000000000001,0.3400000000000001,-9.70525,-9.70525,-7.6857,-11.7248,2.01955,2.01955,-1.7026,-1.7026,-0.8063,-2.5989,0.8963,0.8963,-5.54465,-5.54465,-4.0809,-7.0084,1.46375,1.46375,4.19195,4.19195,4.6395,3.7444,0.4475499999999999,0.4475499999999999,0.84695,0.84695,0.9466,0.7473,0.09965000000000002,0.09965000000000002,0.9949000000000001,0.9949000000000001,1.1405,0.8493,0.1456,0.1456,1.27765,1.27765,1.3934,1.1619,0.11575000000000002,0.11575000000000002,1.065,1.065,1.11,1.02,0.04500000000000004,0.04500000000000004,0.9949000000000001,0.9949000000000001,1.1405,0.8493,0.1456,0.1456,1.08,1.08,1.11,1.05,0.030000000000000027,0.030000000000000027,5.0,5.0,6.0,4.0,1.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,28.340000000000003,28.340000000000003,37.31,19.37,8.97,8.97
115,V2Se2,P-6m2,0.5097881747148162,AB,AB-187-hi,28.5,28.5,34,23,5.5,5.5,2.09,2.09,2.55,1.63,0.45999999999999996,0.45999999999999996,-9.02365,-9.02365,-7.2534,-10.7939,1.7702500000000003,1.7702500000000003,-1.3782500000000002,-1.3782500000000002,-0.2221,-2.5344,1.15615,1.15615,-5.49235,-5.49235,-4.4742,-6.5105,1.0181500000000003,1.0181500000000003,2.4372499999999997,2.4372499999999997,4.7429,0.1316,2.30565,2.30565,1.14985,1.14985,1.5,0.7997,0.35015,0.35015,1.2125,1.2125,1.4672,0.9578,0.25470000000000004,0.25470000000000004,0.3575,0.3575,0.4753,0.2397,0.1178,0.1178,1.205,1.205,1.25,1.16,0.04500000000000004,0.04500000000000004,0.71655,0.71655,0.9578,0.4753,0.24125,0.24125,1.365,1.365,1.53,1.2,0.16500000000000004,0.16500000000000004,10.5,10.5,16.0,5.0,5.5,5.5,5.5,5.5,6.0,5.0,0.5,0.5,10.5,10.5,16.0,5.0,5.5,5.5,4.5,4.5,7.0,2.0,2.5,2.5,53.62,53.62,81.0,26.24,27.380000000000003,27.380000000000003
116,Zr2Te2,P-6m2,0.3598669007311507,AB,AB-187-hi,46.0,46.0,52,40,6.0,6.0,1.715,1.715,2.1,1.33,0.385,0.385,-8.16495,-8.16495,-6.6339,-9.696,1.53105,1.53105,-1.22945,-1.22945,-0.0117,-2.4472,1.21775,1.21775,-4.776949999999999,-4.776949999999999,-3.6022,-5.9517,1.17475,1.17475,1.7301000000000002,1.7301000000000002,3.9881,-0.5279,2.258,2.258,1.30955,1.30955,1.6694,0.9497,0.35985,0.35985,1.45335,1.45335,1.7575,1.1492,0.30415000000000003,0.30415000000000003,0.63685,0.63685,0.8444,0.4293,0.20755,0.20755,1.415,1.415,1.48,1.35,0.06499999999999995,0.06499999999999995,0.9968,0.9968,1.1492,0.8444,0.15239999999999998,0.15239999999999998,1.565,1.565,1.75,1.38,0.18500000000000005,0.18500000000000005,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,8.0,2.0,3.0,3.0,79.0,79.0,121.0,37.0,42.0,42.0
117,CaBr2,P-3m1,1.980412670400212,AB2,AB2-164-bd,27.5,30.0,35,20,7.5,7.905694150420948,1.98,2.3066666666666666,2.96,1.0,0.98,1.0330107023216706,-9.3931,-10.430200000000001,-6.2818,-12.5044,3.111300000000001,3.2795981613606267,-1.1552000000000002,-1.9418,1.2046,-3.515,2.3598,2.487447607488447,-5.8130500000000005,-6.494866666666667,-3.7676,-7.8585,2.04545,2.1560936133304707,1.7422,2.9678999999999998,5.4193,-1.9349,3.6771000000000003,3.8760037280683823,1.2751,1.1005333333333331,1.7988,0.7514,0.5237,0.5520282702100602,1.45515,1.2645666666666666,2.0269,0.8834,0.57175,0.6026774174004236,0.46154999999999996,0.3837333333333333,0.695,0.2281,0.23344999999999996,0.24607790658876938,1.44,1.3399999999999999,1.74,1.14,0.30000000000000004,0.316227766016838,1.3411,1.1885333333333332,1.7988,0.8834,0.4577,0.48245816168635575,1.48,1.3866666666666667,1.76,1.2,0.28,0.29514591494904874,9.5,12.0,17.0,2.0,7.5,7.905694150420948,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,91.28500000000001,68.12333333333333,160.77,21.8,69.485,73.24362107226662
118,CaCl2,P-3m1,2.5627284313970002,AB2,AB2-164-bd,18.5,18.0,20,17,1.5,1.5811388300841898,2.08,2.44,3.16,1.0,1.08,1.1384199576606167,-10.05435,-11.311866666666667,-6.2818,-13.8269,3.7725500000000003,3.976616862289407,-1.2409,-2.0560666666666667,1.2046,-3.6864,2.4455,2.577783339313924,-6.18115,-6.985666666666667,-3.7676,-8.5947,2.41355,2.5441050822331306,1.49465,2.6378333333333335,4.9242,-1.9349,3.42955,3.615063116476822,1.23865,1.0519333333333334,1.7988,0.6785,0.5601499999999999,0.5904499437811058,1.3918,1.1801000000000001,2.0269,0.7567,0.6351,0.6694541806576458,1.02195,1.1309333333333333,1.3489,0.695,0.32695,0.34463556033068393,1.365,1.24,1.74,0.99,0.375,0.39528470752104744,1.27775,1.1040666666666665,1.7988,0.7567,0.52105,0.5492349249435781,1.3900000000000001,1.2666666666666666,1.76,1.02,0.37,0.3900142447541001,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,87.67,63.30333333333334,160.77,14.57,73.10000000000001,77.05416565276951
119,CaI2,P-3m1,1.5138544926415007,AB2,AB2-164-bd,36.5,42.0,53,20,16.5,17.392527130926087,1.83,2.106666666666667,2.66,1.0,0.8300000000000001,0.8748968193132518,-8.6867,-9.488333333333333,-6.2818,-11.0916,2.4049,2.534987181646312,-1.05645,-1.8101333333333331,1.2046,-3.3175,2.26105,2.383355967841238,-5.42575,-5.978466666666667,-3.7676,-7.0839,1.65815,1.7478435674027328,1.14595,2.1729,4.2268,-1.9349,3.08085,3.247501043109917,1.3506,1.2012,1.7988,0.9024,0.4482,0.47244428242915587,1.5509,1.3922333333333334,2.0269,1.0749,0.476,0.5017480554133827,0.55345,0.5062666666666666,0.695,0.4119,0.14154999999999998,0.149206800932278,1.5350000000000001,1.4666666666666668,1.74,1.33,0.20499999999999996,0.2160889734448392,1.43685,1.3162,1.7988,1.0749,0.36195,0.38152879969931497,1.575,1.5133333333333334,1.76,1.39,0.18500000000000005,0.1950071223770501,9.5,12.0,17.0,2.0,7.5,7.905694150420948,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,97.685,76.65666666666668,160.77,34.6,63.085,66.49742873057407
120,CdBr2,P-3m1,1.2824661710316358,AB2,AB2-164-bd,41.5,39.333333333333336,48,35,6.5,6.851601597031488,2.325,2.5366666666666666,2.96,1.69,0.635,0.669348771402307,-10.88245,-11.4231,-9.2605,-12.5044,1.62195,1.7096854169700342,-0.9519500000000001,-1.8063000000000002,1.6111,-3.515,2.56305,2.7016919189648547,-6.75775,-7.124666666666667,-5.657,-7.8585,1.1007500000000001,1.160292378143448,2.23805,3.298466666666666,5.4193,-0.9432,3.18125,3.353331935470219,0.9934499999999999,0.9127666666666666,1.2355,0.7514,0.24205000000000004,0.2551431025479188,1.3437000000000001,1.1902666666666668,1.804,0.8834,0.46030000000000004,0.4851988023251683,0.37365,0.32513333333333333,0.5192,0.2281,0.14554999999999998,0.15342317114583587,1.31,1.2533333333333332,1.48,1.14,0.17000000000000004,0.17919573407620823,1.05945,1.0007666666666666,1.2355,0.8834,0.17605000000000004,0.18557299402421445,1.3199999999999998,1.28,1.44,1.2,0.12,0.12649110640673514,14.5,15.333333333333334,17.0,12.0,2.5,2.6352313834736494,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,14.5,15.333333333333334,17.0,12.0,2.5,2.6352313834736494,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,34.3,30.133333333333336,46.8,21.8,12.499999999999998,13.176156917368244
