,Material,Space group,Exciton Binding Energy,Stoichiometry,Crystal Type,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
80,CrSTe,P3m1,0.48068966044925837,ABC,ABC-156-ac,30.666666666666668,30.666666666666668,52,16,15.434449203720302,15.434449203720302,2.1133333333333333,2.1133333333333333,2.58,1.66,0.37570674142947663,0.37570674142947663,-9.583433333333334,-9.583433333333334,-7.3295,-11.7248,1.7961382581032626,1.7961382581032626,-1.9349333333333334,-1.9349333333333334,-0.7587,-2.5989,0.8340251248546946,0.8340251248546946,-5.8084999999999996,-5.8084999999999996,-4.4654,-7.0084,1.0431017623734833,1.0431017623734833,3.0391999999999997,3.0391999999999997,4.6395,0.49,1.8220676844361923,1.8220676844361923,1.0412000000000001,1.0412000000000001,1.4266,0.7473,0.284770445563908,0.284770445563908,1.1349333333333333,1.1349333333333333,1.4063,0.8493,0.2276179596507173,0.2276179596507173,0.7539666666666666,0.7539666666666666,1.3934,0.4293,0.45216570954561436,0.45216570954561436,1.2133333333333334,1.2133333333333334,1.35,1.02,0.1405544576153868,0.1405544576153868,0.8125666666666667,0.8125666666666667,1.1492,0.4392,0.29101775814468017,0.29101775814468017,1.2733333333333332,1.2733333333333332,1.39,1.05,0.15797327481430373,0.15797327481430373,9.333333333333334,9.333333333333334,16.0,6.0,4.714045207910316,4.714045207910316,6.0,6.0,6.0,6.0,0.0,0.0,12.666666666666666,12.666666666666666,16.0,6.0,4.714045207910316,4.714045207910316,3.3333333333333335,3.3333333333333335,6.0,2.0,1.8856180831641267,1.8856180831641267,44.79,44.79,78.0,19.37,24.561247253888933,24.561247253888933
81,HfSSe,P3m1,0.4821386850423758,ABC,ABC-156-abc,40.666666666666664,40.666666666666664,72,16,23.34285520001546,23.34285520001546,2.143333333333333,2.143333333333333,2.58,1.3,0.5964524755213574,0.5964524755213574,-9.672400000000001,-9.672400000000001,-6.4985,-11.7248,2.2762358709061767,2.2762358709061767,-1.4520333333333333,-1.4520333333333333,0.7772,-2.5989,1.5765259281794963,1.5765259281794963,-5.4042,-5.4042,-2.6937,-7.0084,1.927361545394809,1.927361545394809,2.9680999999999997,2.9680999999999997,4.7429,-0.4781,2.4371969856100404,2.4371969856100404,1.0278666666666667,1.0278666666666667,1.5366,0.7473,0.36036430024197585,0.36036430024197585,1.1795666666666669,1.1795666666666669,1.7316,0.8493,0.39285167967341345,0.39285167967341345,0.8427333333333333,0.8427333333333333,1.3934,0.2397,0.47244937882862703,0.47244937882862703,1.2266666666666666,1.2266666666666666,1.5,1.02,0.20154955277107967,0.20154955277107967,0.9007333333333335,0.9007333333333335,0.9578,0.8493,0.04447368760164696,0.04447368760164696,1.3333333333333333,1.3333333333333333,1.75,1.05,0.3009245014211298,0.3009245014211298,13.333333333333334,13.333333333333334,18.0,6.0,5.2493385826745405,5.2493385826745405,5.333333333333333,5.333333333333333,6.0,4.0,0.9428090415820634,0.9428090415820634,12.0,12.0,16.0,4.0,5.656854249492381,5.656854249492381,4.0,4.0,8.0,2.0,2.8284271247461903,2.8284271247461903,51.53666666666667,51.53666666666667,109.0,19.37,40.72939342647874,40.72939342647874
82,HfSeTe,P3m1,0.4855631613945529,ABC,ABC-156-ac,52.666666666666664,52.666666666666664,72,34,15.520595635763755,15.520595635763755,1.9833333333333332,1.9833333333333332,2.55,1.3,0.516935413975694,0.516935413975694,-8.996133333333333,-8.996133333333333,-6.4985,-10.7939,1.822082197804357,1.822082197804357,-1.4014666666666666,-1.4014666666666666,0.7772,-2.5344,1.5409612353621647,1.5409612353621647,-5.051966666666666,-5.051966666666666,-2.6937,-6.5105,1.6830786500405208,1.6830786500405208,2.750966666666667,2.750966666666667,4.7429,-0.4781,2.303994272755227,2.303994272755227,1.0953333333333333,1.0953333333333333,1.5366,0.7997,0.3179750549265705,0.3179750549265705,1.2795333333333334,1.2795333333333334,1.7316,0.9578,0.3290711101806957,0.3290711101806957,0.5213666666666666,0.5213666666666666,0.8951,0.2397,0.2753718617110728,0.2753718617110728,1.3366666666666667,1.3366666666666667,1.5,1.16,0.13912424503139476,0.13912424503139476,1.0007,1.0007,1.1492,0.8951,0.10808024796418632,0.10808024796418632,1.4433333333333334,1.4433333333333334,1.75,1.2,0.22895899681432533,0.22895899681432533,16.666666666666668,16.666666666666668,18.0,16.0,0.9428090415820634,0.9428090415820634,5.333333333333333,5.333333333333333,6.0,4.0,0.9428090415820634,0.9428090415820634,12.0,12.0,16.0,4.0,5.656854249492381,5.656854249492381,4.0,4.0,8.0,2.0,2.8284271247461903,2.8284271247461903,57.413333333333334,57.413333333333334,109.0,26.24,36.74082682188243,36.74082682188243
83,ISSb,P3m1,0.7517809104569767,ABC,ABC-156-abc,40.0,40.0,53,16,16.990193249832878,16.990193249832878,2.43,2.43,2.66,2.05,0.27067816067549066,0.27067816067549066,-10.3694,-10.3694,-8.2918,-11.7248,1.4916549824495833,1.4916549824495833,-2.494533333333333,-2.494533333333333,-1.5672,-3.3175,0.7183577675658711,0.7183577675658711,-6.3063666666666665,-6.3063666666666665,-4.8268,-7.0839,1.0466655636936861,1.0466655636936861,4.533633333333333,4.533633333333333,4.7346,4.2268,0.22041025888606522,0.22041025888606522,0.8844,0.8844,1.0035,0.7473,0.10536479487950426,0.10536479487950426,1.0547333333333333,1.0547333333333333,1.24,0.8493,0.16013878009054797,0.16013878009054797,0.7512,0.7512,1.3934,0.4119,0.4543470553075773,0.4543470553075773,1.2433333333333334,1.2433333333333334,1.38,1.02,0.15923427883328248,0.15923427883328248,1.0547333333333333,1.0547333333333333,1.24,0.8493,0.16013878009054797,0.16013878009054797,1.2766666666666666,1.2766666666666666,1.39,1.05,0.1602775370689507,0.1602775370689507,12.666666666666666,12.666666666666666,17.0,6.0,4.784233364802441,4.784233364802441,6.0,6.0,7.0,5.0,0.816496580927726,0.816496580927726,16.0,16.0,17.0,15.0,0.816496580927726,0.816496580927726,2.0,2.0,3.0,1.0,0.816496580927726,0.816496580927726,32.17333333333333,32.17333333333333,42.55,19.37,9.617506029227235,9.617506029227235
84,ISbSe,P3m1,0.6445036055111081,ABC,ABC-156-abc,46.0,46.0,53,34,8.524474568362947,8.524474568362947,2.42,2.42,2.66,2.05,0.2654555832275274,0.2654555832275274,-10.0591,-10.0591,-8.2918,-11.0916,1.2555658193287464,1.2555658193287464,-2.4730333333333334,-2.4730333333333334,-1.5672,-3.3175,0.7158733236792356,0.7158733236792356,-6.1404,-6.1404,-4.8268,-7.0839,0.957898954309204,0.957898954309204,4.5681,4.5681,4.7429,4.2268,0.24135933101222065,0.24135933101222065,0.9018666666666667,0.9018666666666667,1.0035,0.7997,0.083201856282711,0.083201856282711,1.0908999999999998,1.0908999999999998,1.24,0.9578,0.11576185324478296,0.11576185324478296,0.3666333333333333,0.3666333333333333,0.4483,0.2397,0.09097726211654328,0.09097726211654328,1.29,1.29,1.38,1.16,0.0941629792788369,0.0941629792788369,1.0908999999999998,1.0908999999999998,1.24,0.9578,0.11576185324478296,0.11576185324478296,1.3266666666666664,1.3266666666666664,1.39,1.2,0.089566858950296,0.089566858950296,16.0,16.0,17.0,15.0,0.816496580927726,0.816496580927726,6.0,6.0,7.0,5.0,0.816496580927726,0.816496580927726,16.0,16.0,17.0,15.0,0.816496580927726,0.816496580927726,2.0,2.0,3.0,1.0,0.816496580927726,0.816496580927726,34.46333333333333,34.46333333333333,42.55,26.24,6.6592308531508015,6.6592308531508015
85,MoSeTe,P3m1,0.47540087458762226,ABC,ABC-156-ac,42.666666666666664,42.666666666666664,52,34,7.363574011458175,7.363574011458175,2.27,2.27,2.55,2.1,0.1994993734325999,0.1994993734325999,-9.118899999999998,-9.118899999999998,-6.8668,-10.7939,1.6543502067780775,1.6543502067780775,-2.179233333333334,-2.179233333333334,-1.5561,-2.5344,0.4420575553276092,0.4420575553276092,-5.5935,-5.5935,-4.3183,-6.5105,0.9301131257361477,0.9301131257361477,2.8654999999999995,2.8654999999999995,4.7429,-0.1345,2.143584344036875,2.143584344036875,1.0970666666666666,1.0970666666666666,1.5418,0.7997,0.32038081854082484,0.32038081854082484,1.2565333333333333,1.2565333333333333,1.6626,0.9578,0.2975747450454909,0.2975747450454909,0.4653666666666667,0.4653666666666667,0.7271,0.2397,0.2006078983711481,0.2006078983711481,1.32,1.32,1.45,1.16,0.12027745701779147,0.12027745701779147,0.9447,0.9447,1.1492,0.7271,0.17257039143491565,0.17257039143491565,1.3733333333333333,1.3733333333333333,1.54,1.2,0.13888444437333108,0.13888444437333108,12.666666666666666,12.666666666666666,16.0,6.0,4.714045207910316,4.714045207910316,6.0,6.0,6.0,6.0,0.0,0.0,12.666666666666666,12.666666666666666,16.0,6.0,4.714045207910316,4.714045207910316,3.3333333333333335,3.3333333333333335,6.0,2.0,1.8856180831641267,1.8856180831641267,49.74666666666667,49.74666666666667,86.0,26.24,26.008620793028523,26.008620793028523
86,TiSSe,P3m1,0.6895099688609598,ABC,ABC-156-ac,24.0,24.0,34,16,7.483314773547883,7.483314773547883,2.223333333333333,2.223333333333333,2.58,1.54,0.48334482744953644,0.48334482744953644,-9.953066666666667,-9.953066666666667,-7.3405,-11.7248,1.8860491586618018,1.8860491586618018,-1.6148666666666667,-1.6148666666666667,0.2887,-2.5989,1.3462824377604508,1.3462824377604508,-5.923466666666667,-5.923466666666667,-4.2515,-7.0084,1.1996056305673497,1.1996056305673497,3.0721666666666665,3.0721666666666665,4.7429,-0.1659,2.29004798979313,2.29004798979313,1.0308333333333335,1.0308333333333335,1.5455,0.7473,0.36455248669506507,0.36455248669506507,1.115,1.115,1.5379,0.8493,0.3022982743362368,0.3022982743362368,0.7174333333333333,0.7174333333333333,1.3934,0.2397,0.491411750865696,0.491411750865696,1.18,1.18,1.36,1.02,0.13952299690970904,0.13952299690970904,0.7754333333333333,0.7754333333333333,0.9578,0.5192,0.18652024614561882,0.18652024614561882,1.2833333333333334,1.2833333333333334,1.6,1.05,0.23213980461973535,0.23213980461973535,8.666666666666666,8.666666666666666,16.0,4.0,5.2493385826745405,5.2493385826745405,5.333333333333333,5.333333333333333,6.0,4.0,0.9428090415820634,0.9428090415820634,12.0,12.0,16.0,4.0,5.656854249492381,5.656854249492381,4.0,4.0,8.0,2.0,2.8284271247461903,2.8284271247461903,45.870000000000005,45.870000000000005,92.0,19.37,32.739190582541895,32.739190582541895
87,P4,Pmna,0.623958055160539,A,A-53-h,15.0,15.0,15,15,0.0,0.0,2.19,2.19,2.19,2.19,0.0,0.0,-9.6945,-9.6945,-9.6945,-9.6945,0.0,0.0,-1.5964,-1.5964,-1.5964,-1.5964,0.0,0.0,-5.5066,-5.5066,-5.5066,-5.5066,0.0,0.0,4.1941,4.1941,4.1941,4.1941,0.0,0.0,0.8336,0.8336,0.8336,0.8336,0.0,0.0,0.9712,0.9712,0.9712,0.9712,0.0,0.0,1.4172,1.4172,1.4172,1.4172,0.0,0.0,1.06,1.06,1.06,1.06,0.0,0.0,0.9712,0.9712,0.9712,0.9712,0.0,0.0,1.07,1.07,1.07,1.07,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,24.93,24.93,24.93,24.93,0.0,0.0
88,Ag2F2,P4/nmm,2.3697072743207555,AB,AB-129-bc,28.0,28.0,47,9,19.0,19.0,2.955,2.955,3.98,1.93,1.0250000000000001,1.0250000000000001,-13.53565,-13.53565,-7.8182,-19.2531,5.71745,5.71745,-2.67845,-2.67845,-1.2721,-4.0848,1.4063500000000002,1.4063500000000002,-7.758100000000001,-7.758100000000001,-4.4022,-11.114,3.3559000000000005,3.3559000000000005,1.3417,1.3417,1.7177,0.9657,0.376,0.376,0.86425,0.86425,1.3241,0.4044,0.45985000000000004,0.45985000000000004,0.8959999999999999,0.8959999999999999,1.418,0.374,0.5219999999999999,0.5219999999999999,0.8070499999999999,0.8070499999999999,1.0655,0.5486,0.25844999999999996,0.25844999999999996,1.12,1.12,1.53,0.71,0.41000000000000003,0.41000000000000003,0.8490500000000001,0.8490500000000001,1.3241,0.374,0.47505000000000003,0.47505000000000003,1.01,1.01,1.45,0.57,0.44,0.44,9.0,9.0,11.0,7.0,2.0,2.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,28.1,28.1,52.5,3.7,24.4,24.4
89,Ag2O2,P2/m,1.1793559101145392,AB,AB-10-fgm,27.5,27.5,47,8,19.5,19.5,2.685,2.685,3.44,1.93,0.755,0.755,-12.062100000000001,-12.062100000000001,-7.8182,-16.306,4.243900000000001,4.243900000000001,-2.0446,-2.0446,-1.2721,-2.8171,0.7725,0.7725,-6.71635,-6.71635,-4.4022,-9.0305,2.31415,2.31415,2.58705,2.58705,4.2084,0.9657,1.62135,1.62135,0.89245,0.89245,1.3241,0.4608,0.43165000000000003,0.43165000000000003,0.92565,0.92565,1.418,0.4333,0.49234999999999995,0.49234999999999995,0.8118,0.8118,1.075,0.5486,0.2632,0.2632,1.13,1.13,1.53,0.73,0.4,0.4,0.8787,0.8787,1.3241,0.4333,0.4454,0.4454,1.055,1.055,1.45,0.66,0.39499999999999996,0.39499999999999996,8.5,8.5,11.0,6.0,2.5,2.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,28.87,28.87,52.5,5.24,23.63,23.63
90,AlAs,P-6m2,0.966312391387679,AB,AB-187-df,23.0,23.0,33,13,10.0,10.0,1.895,1.895,2.18,1.61,0.28500000000000003,0.28500000000000003,-7.407500000000001,-7.407500000000001,-5.7176,-9.0974,1.6899000000000002,1.6899000000000002,-0.78305,-0.78305,0.0364,-1.6025,0.81945,0.81945,-3.9542,-3.9542,-2.712,-5.1964,1.2421999999999997,1.2421999999999997,3.6572500000000003,3.6572500000000003,4.1976,3.1169,0.5403500000000003,0.5403500000000003,0.9800500000000001,0.9800500000000001,1.1043,0.8558,0.12425000000000003,0.12425000000000003,1.2236,1.2236,1.3965,1.0507,0.17290000000000005,0.17290000000000005,0.98125,0.98125,1.7101,0.2524,0.72885,0.72885,1.185,1.185,1.19,1.18,0.0050000000000000044,0.0050000000000000044,1.2236,1.2236,1.3965,1.0507,0.17290000000000005,0.17290000000000005,1.2,1.2,1.21,1.19,0.010000000000000009,0.010000000000000009,9.0,9.0,15.0,3.0,6.0,6.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,42.6,42.6,55.4,29.8,12.799999999999999,12.799999999999999
91,Al2O2,P-6m2,0.7870288475267553,AB,AB-187-hi,10.5,10.5,13,8,2.5,2.5,2.525,2.525,3.44,1.61,0.9149999999999999,0.9149999999999999,-11.011800000000001,-11.011800000000001,-5.7176,-16.306,5.294200000000001,5.294200000000001,-1.39035,-1.39035,0.0364,-2.8171,1.42675,1.42675,-5.87125,-5.87125,-2.712,-9.0305,3.1592499999999997,3.1592499999999997,3.66265,3.66265,4.2084,3.1169,0.5457500000000002,0.5457500000000002,0.7825500000000001,0.7825500000000001,1.1043,0.4608,0.32175000000000004,0.32175000000000004,0.9149,0.9149,1.3965,0.4333,0.48160000000000003,0.48160000000000003,1.39255,1.39255,1.7101,1.075,0.31755,0.31755,0.955,0.955,1.18,0.73,0.22499999999999998,0.22499999999999998,0.9149,0.9149,1.3965,0.4333,0.48160000000000003,0.48160000000000003,0.935,0.935,1.21,0.66,0.27499999999999997,0.27499999999999997,4.5,4.5,6.0,3.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,30.32,30.32,55.4,5.24,25.08,25.08
92,Al2S2,P-6m2,1.329570208197103,AB,AB-187-hi,14.5,14.5,16,13,1.5,1.5,2.095,2.095,2.58,1.61,0.485,0.485,-8.7212,-8.7212,-5.7176,-11.7248,3.0035999999999996,3.0035999999999996,-1.28125,-1.28125,0.0364,-2.5989,1.31765,1.31765,-4.8602,-4.8602,-2.712,-7.0084,2.1481999999999997,2.1481999999999997,3.8781999999999996,3.8781999999999996,4.6395,3.1169,0.7613000000000001,0.7613000000000001,0.9258,0.9258,1.1043,0.7473,0.17850000000000005,0.17850000000000005,1.1229,1.1229,1.3965,0.8493,0.2736,0.2736,1.55175,1.55175,1.7101,1.3934,0.15835,0.15835,1.1,1.1,1.18,1.02,0.07999999999999996,0.07999999999999996,1.1229,1.1229,1.3965,0.8493,0.2736,0.2736,1.13,1.13,1.21,1.05,0.07999999999999996,0.07999999999999996,4.5,4.5,6.0,3.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,37.385,37.385,55.4,19.37,18.015,18.015
93,Au2O2,P2/m,0.7601757563049365,AB,AB-10-fgm,43.5,43.5,79,8,35.5,35.5,2.99,2.99,3.44,2.54,0.44999999999999996,0.44999999999999996,-12.8451,-12.8451,-9.3842,-16.306,3.4609000000000005,3.4609000000000005,-2.5656499999999998,-2.5656499999999998,-2.3142,-2.8171,0.25144999999999995,0.25144999999999995,-7.3918,-7.3918,-5.7531,-9.0305,1.6387,1.6387,2.4554,2.4554,4.2084,0.7024,1.7530000000000001,1.7530000000000001,0.8441000000000001,0.8441000000000001,1.2274,0.4608,0.38330000000000003,0.38330000000000003,0.9351,0.9351,1.4369,0.4333,0.5018,0.5018,0.8593,0.8593,1.075,0.6436,0.2157,0.2157,1.085,1.085,1.44,0.73,0.355,0.355,0.83035,0.83035,1.2274,0.4333,0.39705,0.39705,1.01,1.01,1.36,0.66,0.35000000000000003,0.35000000000000003,15.5,15.5,25.0,6.0,9.5,9.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,20.67,20.67,36.1,5.24,15.43,15.43
94,C2H2,P-3m1,1.3872987326872694,AB,AB-164-d,3.5,3.5,6,1,2.5,2.5,2.375,2.375,2.55,2.2,0.17499999999999982,0.17499999999999982,-11.7121,-11.7121,-10.7409,-12.6833,0.9711999999999996,0.9711999999999996,-1.119,-1.119,-0.7107,-1.5273,0.40830000000000005,0.40830000000000005,-5.8889499999999995,-5.8889499999999995,-5.2854,-6.4925,0.6035499999999998,0.6035499999999998,2.2357,2.2357,3.7464,0.725,1.5107,1.5107,0.51415,0.51415,0.6418,0.3865,0.12765,0.12765,,,0.6367,0.6367,,,,,1.1355,1.1355,,,0.5700000000000001,0.5700000000000001,0.77,0.37,0.2,0.2,0.5116,0.5116,0.6367,0.3865,0.12510000000000002,0.12510000000000002,0.535,0.535,0.76,0.31,0.225,0.225,2.5,2.5,4.0,1.0,1.5,1.5,2.5,2.5,4.0,1.0,1.5,1.5,7.5,7.5,14.0,1.0,6.5,6.5,2.5,2.5,4.0,1.0,1.5,1.5,7.88355371185,7.88355371185,11.26,4.5071074237,3.37644628815,3.37644628815
95,Cu2Cl2,P4/nmm,1.580642652855595,AB,AB-129-bc,23.0,23.0,29,17,6.0,6.0,2.5300000000000002,2.5300000000000002,3.16,1.9,0.6300000000000001,0.6300000000000001,-11.05895,-11.05895,-8.291,-13.8269,2.76795,2.76795,-2.5596,-2.5596,-1.4328,-3.6864,1.1267999999999998,1.1267999999999998,-6.60145,-6.60145,-4.6082,-8.5947,1.9932499999999997,1.9932499999999997,3.14055,3.14055,4.9242,1.3569,1.78365,1.78365,0.94035,0.94035,1.2022,0.6785,0.26184999999999997,0.26184999999999997,1.00295,1.00295,1.2492,0.7567,0.24625000000000002,0.24625000000000002,0.83395,0.83395,1.3489,0.319,0.51495,0.51495,1.185,1.185,1.38,0.99,0.19499999999999995,0.19499999999999995,0.9794499999999999,0.9794499999999999,1.2022,0.7567,0.22274999999999995,0.22274999999999995,1.17,1.17,1.32,1.02,0.15000000000000002,0.15000000000000002,9.0,9.0,11.0,7.0,2.0,2.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,34.004999999999995,34.004999999999995,53.44,14.57,19.435,19.435
96,Cu2I2,P4/nmm,0.9159845281746082,AB,AB-129-bc,41.0,41.0,53,29,12.0,12.0,2.2800000000000002,2.2800000000000002,2.66,1.9,0.3800000000000001,0.3800000000000001,-9.6913,-9.6913,-8.291,-11.0916,1.4002999999999997,1.4002999999999997,-2.37515,-2.37515,-1.4328,-3.3175,0.9423499999999999,0.9423499999999999,-5.84605,-5.84605,-4.6082,-7.0839,1.23785,1.23785,2.79185,2.79185,4.2268,1.3569,1.43495,1.43495,1.0523,1.0523,1.2022,0.9024,0.14989999999999998,0.14989999999999998,1.16205,1.16205,1.2492,1.0749,0.08715000000000006,0.08715000000000006,0.36545,0.36545,0.4119,0.319,0.04644999999999999,0.04644999999999999,1.355,1.355,1.38,1.33,0.02499999999999991,0.02499999999999991,1.13855,1.13855,1.2022,1.0749,0.06364999999999998,0.06364999999999998,1.355,1.355,1.39,1.32,0.03499999999999992,0.03499999999999992,14.0,14.0,17.0,11.0,3.0,3.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,44.019999999999996,44.019999999999996,53.44,34.6,9.419999999999998,9.419999999999998
97,K2F2,P4/nmm,2.3858035488452924,AB,AB-129-bc,14.0,14.0,19,9,5.0,5.0,2.4,2.4,3.98,0.82,1.58,1.58,-11.78365,-11.78365,-4.3142,-19.2531,7.46945,7.46945,-2.2681000000000004,-2.2681000000000004,-0.4514,-4.0848,1.8167000000000002,1.8167000000000002,-6.71645,-6.71645,-2.3189,-11.114,4.397550000000001,4.397550000000001,0.6568499999999999,0.6568499999999999,1.7177,-0.404,1.0608499999999998,1.0608499999999998,1.3046499999999999,1.3046499999999999,2.2049,0.4044,0.90025,0.9002499999999999,0.6558999999999999,0.6558999999999999,0.9378,0.374,0.2819,0.2819,1.00165,1.00165,1.0655,0.9378,0.06384999999999996,0.06384999999999996,1.335,1.335,1.96,0.71,0.625,0.625,1.28945,1.28945,2.2049,0.374,0.9154499999999999,0.9154499999999999,1.2999999999999998,1.2999999999999998,2.03,0.57,0.73,0.73,4.0,4.0,7.0,1.0,3.0,3.0,4.0,4.0,7.0,1.0,3.0,3.0,9.0,9.0,17.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,147.15,147.15,290.6,3.7,143.45000000000002,143.45000000000002
98,Sn2F2,P-3m1,0.32797911380798556,AB,AB-164-d,29.5,29.5,50,9,20.5,20.5,2.9699999999999998,2.9699999999999998,3.98,1.96,1.01,1.01,-13.04205,-13.04205,-6.831,-19.2531,6.21105,6.21105,-2.4603,-2.4603,-0.8358,-4.0848,1.6245000000000003,1.6245000000000003,-7.403700000000001,-7.403700000000001,-3.6934,-11.114,3.7103000000000006,3.7103000000000006,2.3073,2.3073,2.8969,1.7177,0.5896,0.5896,0.7352000000000001,0.7352000000000001,1.066,0.4044,0.33080000000000004,0.33080000000000004,0.8647,0.8647,1.3554,0.374,0.49069999999999997,0.49069999999999997,0.76745,0.76745,1.0655,0.4694,0.29805,0.29805,1.06,1.06,1.41,0.71,0.35,0.35,0.8647,0.8647,1.3554,0.374,0.49069999999999997,0.49069999999999997,0.98,0.98,1.39,0.57,0.41,0.41,10.5,10.5,14.0,7.0,3.5,3.5,5.5,5.5,7.0,4.0,1.5,1.5,15.5,15.5,17.0,14.0,1.5,1.5,2.5,2.5,4.0,1.0,1.5,1.5,30.020000000000003,30.020000000000003,56.34,3.7,26.32,26.32
99,Ga2I2,P4/nmm,1.345269658865036,AB,AB-129-bc,42.0,42.0,53,31,11.0,11.0,2.2350000000000003,2.2350000000000003,2.66,1.81,0.42500000000000004,0.42500000000000004,-8.36185,-8.36185,-5.6321,-11.0916,2.7297499999999997,2.7297499999999997,-1.59555,-1.59555,0.1264,-3.3175,1.72195,1.72195,-4.8315,-4.8315,-2.5791,-7.0839,2.2524,2.2524,3.7499000000000002,3.7499000000000002,4.2268,3.273,0.4768999999999999,0.4768999999999999,0.95255,0.95255,1.0027,0.9024,0.05014999999999997,0.05014999999999997,1.20945,1.20945,1.344,1.0749,0.13455000000000006,0.13455000000000006,0.34709999999999996,0.34709999999999996,0.4119,0.2823,0.0648,0.0648,1.295,1.295,1.33,1.26,0.03500000000000003,0.03500000000000003,1.20945,1.20945,1.344,1.0749,0.13455000000000006,0.13455000000000006,1.305,1.305,1.39,1.22,0.08499999999999996,0.08499999999999996,15.0,15.0,17.0,13.0,2.0,2.0,5.0,5.0,7.0,3.0,2.0,2.0,15.0,15.0,17.0,13.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,43.0,43.0,51.4,34.6,8.399999999999999,8.399999999999999
